index	ID	QUESTION	ANSWER	CHOICES	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct	ANSWER_LEMMA	gpt-4o_LEMMA	gpt-4o-mini_LEMMA	llama-v3p1-405b-instruct_LEMMA	llama-v3p1-8b-instruct_LEMMA
166	127	क्व उत्पन्नः केशरः उत्तमः मन्यते?	काश्मीरे; काश्मीरदेशे; कश्मीरे; कश्मीरदेशे		काश्मीरे कोशातकिः उत्तमः मन्यते	काश्मीरे	जम्मू	काश्मीरे	['kāśmīra', 'kāśmīra deśa', 'kaśmīra', 'kaśmīra deśa']	kāśmīra kośātaki	jammu	kāśmīra	kāśmīra
167	128	गोरोचनः निम्नलिखितेषु कस्य पर्यायः अस्ति?	वन्द्यायाः	वन्द्यायाः / काश्मीरस्य / वाहीकस्य / चाम्पेयस्य	काश्मीरस्य	गोरोचनः चाम्पेयस्य पर्यायः अस्ति	वाहीकस्य	वाहीकस्य	['vand']	kāśmīra	vāhīka	gorocana cāmpeya paryāya	vāhīka
168	130	जटामांसी निम्नेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	भूतजटायाः / तपस्विन्याः / पारसीकस्य / सर्वेषाम्	भूतजटायाः	सर्वेषाम्	भूतजटायाः	भूतजटायाः	['']	jaṭā	jaṭā		jaṭā
169	131	गुन्द्रा निम्नेषु कस्य पर्यायः अस्ति?	मुस्तायाः	गुजायाः / मुस्तायाः / गोरोचनायाः / कुङ्कुमस्य	मुस्तायाः	गोरोचनायाः	गुजायाः	गोरोचनायाः	['mustā']	mustā	gujā	gorocanā	gorocanā
170	132	कर्पूरः निम्नेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	वेधमुख्यस्य / द्राविडस्य / कल्पकस्य / सर्वेषाम्	द्राविडस्य	सर्वेषाम्	वेधमुख्यस्य	वेधमुख्यस्य	['']	drāviḍa	vedha mukhya		vedha mukhya
171	133	षड्ग्रन्था निम्नेषु कस्य पर्यायः अस्ति?	शठ्याः	शठ्याः / एलायाः / अतिविषायाः / रसोनस्य	अतिविषायाः	एलायाः	रसोना	अतिविषायाः	['śaṭhī']	ativiṣā	rasonā	elā	ativiṣā
172	134	पत्राढ्यं धात्रीपत्रं च कस्य पर्यायौ स्तः?	तालीसपत्रस्य; तालीसम्; तालीसस्य		तुलसीकस्य	आमलकस्य	अद्रकस्य	अमलकं, पुनर्नवम्	['tālīpa sattra', 'tālīsa', 'tālīsa']	tulasīka	adraka	āmalaka	amalaka punarnavā
173	135	इन्द्रेण वानराणां प्रति कृतामृतवर्षायाः बिन्दवः पृथ्व्यां पतनतः कस्य द्रव्यस्य उत्पत्तिः मता अस्ति?	गुडूच्याः	गुडूच्याः / लशुनस्य / आमलक्याः / शतावर्याः	गुडूच्याः	आमलक्याः	आमलक्याः	गुडूच्या	['guḍūcī']	guḍūcī	āmalaka	āmalaka	guḍūcī
174	136	मधुपर्णी निम्नेषु कस्य पर्यायः अस्ति?	अमृतायाः	दालचिन्याः / अमृतायाः / एलायाः / तेजपत्रस्य	तेजपत्रस्य	मधुपर्णी तेजपत्रस्य पर्यायः अस्ति	तेजपत्रस्य	दालचिन्याः	['amṛtā']	tejas pattra	tejas pattra	madhuparṇī tejapattra paryāya	dāla cinya
175	137	गुडूची निम्नेषु कस्य पर्यायः नास्ति?	कश्चिन्न	अमृतवल्लर्याः / छिन्नरुहायाः / सोमवल्ल्याः / कश्चिन्न	कश्चिन्न	कश्चिन्न	कश्चिन्न	अमृतवल्लर्याः	['']				amṛta vallarī
176	138	गुडूची निम्नेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	वत्सादन्याः / तन्त्रिकायाः / चक्रलक्षणिकायाः / सर्वेषाम्	वत्सादन्याः	सर्वेषाम्	सर्वेषाम्	गुडूची तन्त्रिकायाः पर्यायः अस्ति	['']	vatsa			guḍūcī tantrikā paryāya
177	139	ताम्बूलस्य वर्णनं भावप्रकाशे कस्मिन् वर्गे लभ्यते?	गुडूच्यादौ	हरिद्रादौ / गुडूच्यादौ / रसोनादौ / सर्वत्र	गुडूच्यादौ	हरिद्रादौ	सर्वत्र	हरिद्रादौ	['guḍūcī']	guḍūcī	sarvatra	haridrā	haridrā
178	140	श्रीफलः कस्य पर्यायः अस्ति?	बिल्वस्य	धत्तूरस्य / बिल्वस्य / भङ्गायाः / लवङ्गस्य	धत्तूरस्य	बिल्वस्य	बिल्वस्य	बिल्वस्य	['bilva']	dhattūra	bilva	bilva	bilva
179	141	गम्भारी कस्य पर्यायः नास्ति?	सोमवल्ल्याः	सोमवल्ल्याः / मधुपर्णिकायाः / पीतरोहिण्याः / काश्मर्याः	सुमधुपर्णिकायाः	मधुपर्णिकायाः	सोमवल्ली	गम्भारी कस्य पर्यायः नास्ति सोमवल्ल्याः	['somavallī']	sumadhuparṇikā	somavallī	madhuparṇikā	gambhārī paryāya somavallī
180	142	गणिकारीका कस्य पर्यायः अस्ति?	अग्निमन्थस्य		आरग्वधः	गणिकारीका पर्यायः वेश्या अस्ति	वेश्या	अष्टांग	['agnimantha']	āragvadha	veśyā	gaṇikārīkā paryāya veśyā	aṣṭan aṅga
181	143	बृहत्पञ्चमूलस्य वर्णनं भावप्रकाशस्य कस्मिन् प्रकरणे कृतम्?	गुडूच्यादिवर्गे		प्रथमखण्डे	हरितक्यादिवर्गे	आरोग्यप्रकरणे	अष्टाङ्गहृदये	['guḍūcī varga']	prathama khaṇḍa	ārogya prakaraṇa	haritakyā varga	aṣṭan aṅga hṛdaya
182	146	गोक्षुरः कस्य पर्यायः नास्ति?	दुःस्पर्शायाः	पलङ्कषायाः / श्वदंष्ट्रायाः / इक्षुगन्धिकायाः / दुःस्पर्शायाः	इक्षुगन्धिकायाः	इक्षुगन्धिकायाः	पलङ्कषायाः	इक्षुगन्धिकायाः	['duḥsparśā']	ikṣu gandhikā	palaṅkaṣā	ikṣu gandhikā	ikṣu gandhikā
